qid,en_label,ja_label,id_label,prefix,cleaned_input,tokiponized,toki_pona_label
Q135070093,Tamatsukuriyu Shrine,玉作湯神社,Kuil Tamatsukuriyu,Kuil,tamatsukuriyu,Tamatukuliju,tomo sewi Tamatukuliju
Q135017422,Tamatsume-musubi Shrine,玉積産日神社,Kuil Tamatsume-musubi,Kuil,tamatsumemusubi,Tamatumemusupi,tomo sewi Tamatumemusupi
Q48763553,Tamatsuoka Shrine,玉津岡神社,Kuil Tamatsuoka,Kuil,tamatsuoka,Tamatoka,tomo sewi Tamatoka
Q135098832,Tamatsurano Shrine,玉列神社,Kuil Tamatsurano,Kuil,tamatsurano,Tamatulano,tomo sewi Tamatulano
Q11572702,Tamatsushima Shrine,玉津島神社,Kuil Tamatsushima,Kuil,tamatsushima,Tamatusima,tomo sewi Tamatusima
Q135260130,Tamatsushima Shrine,玉津島神社,Kuil Tamatsushima,Kuil,tamatsushima,Tamatusima,tomo sewi Tamatusima
Q11572773,Tamawakasu-no-Mikoto Shrine,玉若酢命神社,Kuil Tamawakasu-no-Mikoto,Kuil,tamawakasunomikoto,Tamawakasunomikoto,tomo sewi Tamawakasunomikoto
Q134955574,Tamawatari Shrine,玉渡神社,Kuil Tamawatari,Kuil,tamawatari,Tamawatali,tomo sewi Tamawatali
Q11572510,Tamayama Shrine,玉山神社,Kuil Tamayama,Kuil,tamayama,Tamajama,tomo sewi Tamajama
Q135434579,Tamayama Shrine,玉山神社,Kuil Tamayama,Kuil,tamayama,Tamajama,tomo sewi Tamajama
Q135039942,Tamayorihimeno- Shrine,玉依比売命神社,Kuil Tamayorihimeno-,Kuil,tamayorihimeno,Tamajolipimeno,tomo sewi Tamajolipimeno
Q135098897,Tameno Shrine,多米神社,Kuil Tameno,Kuil,tameno,Tameno,tomo sewi Tameno
Q11577264,Tamino Shrine,田蓑神社,Kuil Tamino,Kuil,tamino,Tamino,tomo sewi Tamino
Q135039249,Tamorino Shrine,田守神社,Kuil Tamorino,Kuil,tamorino,Tamolino,tomo sewi Tamolino
Q135040402,Tamuke Shrine,手向神社,Kuil Tamuke,Kuil,tamuke,Tamuke,tomo sewi Tamuke
Q11496939,Tamukeyama Hachiman Shrine,手向山八幡宮,Kuil Tamukeyama Hachiman,Kuil,tamukeyamahachiman,Tamukejamapasiman,tomo sewi Tamukejamapasiman
Q11576975,Tamura Shrine,田村神社 (甲賀市),Kuil Tamura,Kuil,tamura,Tamula,tomo sewi Tamula
Q11576978,Tamura Shrine,田村神社,Kuil Tamura,Kuil,tamura,Tamula,tomo sewi Tamula
Q11576977,Tamura Shrine,田村神社 (郡山市),Kuil Tamura,Kuil,tamura,Tamula,tomo sewi Tamula
Q56350254,Tamura Shrine,田村神社,Kuil Tamura,Kuil,tamura,Tamula,tomo sewi Tamula
Q113634852,Tamura Ichō Inari-daimyōjin,田村銀杏稲荷大明神,Kuil Tamura Ichō Inari-daimyōjin,Kuil,tamuraichōinaridaimyōjin,Tamulatejowinalitamijosin,tomo sewi Tamulatejowinalitamijosin
Q85882439,Tana-hachimangū,田名八幡宮,Kuil Tana-hachimangū,Kuil,tanahachimangū,Tanapasimanku,tomo sewi Tanapasimanku
Q11430658,Tanabata Shrine,多奈波太神社,Kuil Tanabata,Kuil,tanabata,Tanapata,tomo sewi Tanapata
Q11353446,Tanabata Shrine,七夕神社,Kuil Tanabata,Kuil,tanabata,Tanapata,tomo sewi Tanapata
Q134955973,Tanabata Shrine,棚機神社,Kuil Tanabata,Kuil,tanabata,Tanapata,tomo sewi Tanapata
Q135505777,Tanabe Shrine,田邊神社,Kuil Tanabe,Kuil,tanabe,Tanape,tomo sewi Tanape
Q135039536,Tanahatano Shrine,多奈波太神社,Kuil Tanahatano,Kuil,tanahatano,Tanapatano,tomo sewi Tanapatano
Q135039434,Tanaheno Shrine,多奈閉神社,Kuil Tanaheno,Kuil,tanaheno,Tanapeno,tomo sewi Tanapeno
Q135186784,Tanahi Shrine,多奈閇神社,Kuil Tanahi,Kuil,tanahi,Tanapi,tomo sewi Tanapi
Q135186785,Tanahi Shrine,多奈閇神社,Kuil Tanahi,Kuil,tanahi,Tanapi,tomo sewi Tanapi
Q56347701,Tanaka Shrine,田中神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q65048058,Tanaka Shrine,田中神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q97162402,Tanaka Shrine,田中神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q128866705,Tanaka Shrine,田中神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q134956468,Tanaka Shrine,田中神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q135068818,Tanaka Shrine,田中神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q135193143,Tanaka Shrine,田中神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q135193361,Tanaka Shrine,田中神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q135426039,Tanaka Shrine,太奈荷神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q135426174,Tanaka Shrine,田中神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q135434591,Tanaka Shrine,田中神社,Kuil Tanaka,Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q135180033,Tanaka Shrine (Fushimi),田中神社,Kuil Tanaka (Fushimi),Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q135179882,"Tanaka Shrine (Fushimi-ku, Kyoto)",田中神社,"Kuil Tanaka (Fushimi-ku, Kyoto)",Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q123115010,Tanaka Shrine (Kyoto),田中神社 (京都市左京区),Kuil Tanaka (Kyoto),Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q11575775,Tanaka Shrine (Takashima),田中神社 (高島市),Kuil Tanaka (Takashima),Kuil,tanaka,Tanaka,tomo sewi Tanaka
Q64589501,Tanaka Inari Shrine,田中稲荷神社,Kuil Tanaka Inari,Kuil,tanakainari,Tanakanali,tomo sewi Tanakanali
Q114020503,Tanaka Inari Shrine,田中稲荷神社,Kuil Tanaka Inari,Kuil,tanakainari,Tanakanali,tomo sewi Tanakanali
Q135039608,Tanakano Shrine,田中神社,Kuil Tanakano,Kuil,tanakano,Tanakano,tomo sewi Tanakano
Q135039744,Tanakano Shrine,田中神社,Kuil Tanakano,Kuil,tanakano,Tanakano,tomo sewi Tanakano
Q135040763,Tanakano Shrine,合祀：伊邪那美神社,Kuil Tanakano,Kuil,tanakano,Tanakano,tomo sewi Tanakano
Q124496769,Tanakayama Shrine (Asaminami-ku),田中山神社,Kuil Tanakayama (Asaminami-ku),Kuil,tanakayama,Tanakajama,tomo sewi Tanakajama
Q54153264,Tanakurahiko Shrine,棚倉孫神社,Kuil Tanakurahiko,Kuil,tanakurahiko,Tanakulapiko,tomo sewi Tanakulapiko
Q135068876,Tanakurahiko Shrine,棚倉孫神社,Kuil Tanakurahiko,Kuil,tanakurahiko,Tanakulapiko,tomo sewi Tanakulapiko
Q22119349,Tanashi Shrine,田無神社,Kuil Tanashi,Kuil,tanashi,Tanasi,tomo sewi Tanasi
Q134989349,Tane Shrine,種子神社,Kuil Tane,Kuil,tane,Tane,tomo sewi Tane
Q135040227,Taneno Shrine,多祢神社,Kuil Taneno,Kuil,taneno,Taneno,tomo sewi Taneno
Q135195131,Tanino Shrine,旦飯野神社,Kuil Tanino,Kuil,tanino,Tanino,tomo sewi Tanino
Q135195132,Tanino Shrine (Agano),旦飯野神社（阿賀野市）,Kuil Tanino (Agano),Kuil,tanino,Tanino,tomo sewi Tanino
Q135195134,Tanino Shrine (Niigata),旦飯野神社（新潟市）,Kuil Tanino (Niigata),Kuil,tanino,Tanino,tomo sewi Tanino
Q135039919,Tanishinano Shrine,當信神社,Kuil Tanishinano,Kuil,tanishinano,Tanisinano,tomo sewi Tanisinano
Q117097275,Taniya Shrine,多爾夜神社,Kuil Taniya,Kuil,taniya,Tanija,tomo sewi Tanija
Q135433516,Taniyama Shrine,谷山神社,Kuil Taniyama,Kuil,taniyama,Tanijama,tomo sewi Tanijama
Q97341914,Tanjō Hachiman Shrine,誕生八幡神社,Kuil Tanjō Hachiman,Kuil,tanjōhachiman,Tansijopasiman,tomo sewi Tansijopasiman
Q59282630,Tannaisan Shrine,丹内山神社,Kuil Tannaisan,Kuil,tannaisan,Tannasan,tomo sewi Tannasan
Q17212120,Tanoe and Tanoe-Mimae Shrines,田乃家神社,Kuil Tanoe dan Tanoe-Mimae,Kuil,tanoedantanoemimae,Tanowetantanowemimawe,tomo sewi Tanowetantanowemimawe
Q17229120,Tanoe-Ōmizu Shrine,田上大水神社,Kuil Tanoe-Ōmizu,Kuil,tanoeōmizu,Tanowejomisu,tomo sewi Tanowejomisu
Q11575107,Tanoura Yamamiya Shrine,田ノ浦山宮神社,Kuil Tanoura Yamamiya,Kuil,tanourayamamiya,Tanolajamamija,tomo sewi Tanolajamamija
Q134886017,Tanshō Shrine,丹生神社,Kuil Tanshō,Kuil,tanshō,Tansijo,tomo sewi Tansijo
Q134887338,Tanshō Shrine,丹生神社,Kuil Tanshō,Kuil,tanshō,Tansijo,tomo sewi Tansijo
Q11559774,Tansui Shrine,淡水神社,Kuil Tansui,Kuil,tansui,Tansuwi,tomo sewi Tansuwi
Q135434459,Tanuki Shrine,手貫神社,Kuil Tanuki,Kuil,tanuki,Tanuki,tomo sewi Tanuki
Q488618,Tanzan Shrine,談山神社,Kuil Tanzan,Kuil,tanzan,Tansan,tomo sewi Tansan
Q28068827,Tao Shrine,太尾神社,Kuil Tao,Kuil,tao,To,tomo sewi To
Q111024510,Taoyakumo Shrine,田尾八雲神社,Kuil Taoyakumo,Kuil,taoyakumo,Tojakumo,tomo sewi Tojakumo
Q97013997,Taoyuan Shrine,桃園神社,Kuil Taoyuan,Kuil,taoyuan,Tojuwan,tomo sewi Tojuwan
Q135434488,Tarachimo Shrine,垂乳母神社,Kuil Tarachimo,Kuil,tarachimo,Talasimo,tomo sewi Talasimo
Q135041246,Tarihirino Shrine,多理比理神社,Kuil Tarihirino,Kuil,tarihirino,Talipilino,tomo sewi Talipilino
Q135017429,Taru-musubi Shrine,足産日神社,Kuil Taru-musubi,Kuil,tarumusubi,Talumusupi,tomo sewi Talumusupi
Q22119374,Tarukawa Shrine,樽川神社,Kuil Tarukawa,Kuil,tarukawa,Talukawa,tomo sewi Talukawa
Q11543697,Tarumaezan Shrine,樽前山神社,Kuil Tarumaezan,Kuil,tarumaezan,Talumawesan,tomo sewi Talumawesan
Q11425829,Tarumi Shrine,垂水神社,Kuil Tarumi,Kuil,tarumi,Talumi,tomo sewi Talumi
Q135070120,Tarumi Shrine,垂水社,Kuil Tarumi,Kuil,tarumi,Talumi,tomo sewi Talumi
Q135070128,Tarumi Shrine,垂水神社,Kuil Tarumi,Kuil,tarumi,Talumi,tomo sewi Talumi
Q135040936,Tarumino Shrine,垂水神社,Kuil Tarumino,Kuil,tarumino,Talumino,tomo sewi Talumino
Q11444491,Tarō Shrine,太老神社,Kuil Tarō,Kuil,tarō,Talo,tomo sewi Talo
Q101032917,Tarō Inari Shrine,太郎稲荷神社,Kuil Tarō Inari,Kuil,tarōinari,Talowinali,tomo sewi Talowinali
Q11576656,Tashima Shrine,田島神社,Kuil Tashima,Kuil,tashima,Tasima,tomo sewi Tasima
Q117305592,Tashima Shrine (Imari),田嶋神社,Kuil Tashima (Imari),Kuil,tashima,Tasima,tomo sewi Tasima
Q134955469,Tashiro Shrine,田代神社,Kuil Tashiro,Kuil,tashiro,Tasilo,tomo sewi Tasilo
Q135070265,Tasun Shrine,田寸神社,Kuil Tasun,Kuil,tasun,Tasun,tomo sewi Tasun
Q135195082,Tata Shrine,多多神社,Kuil Tata,Kuil,tata,Tata,tomo sewi Tata
Q135040272,Tatano Shrine,多太神社,Kuil Tatano,Kuil,tatano,Tatano,tomo sewi Tatano
Q135038949,Tatano Shrine,多太神社 (御所市),Kuil Tatano,Kuil,tatano,Tatano,tomo sewi Tatano
Q135040056,Tatano Shrine,多太神社,Kuil Tatano,Kuil,tatano,Tatano,tomo sewi Tatano
Q135040710,Tatano Shrine,多他神社,Kuil Tatano,Kuil,tatano,Tatano,tomo sewi Tatano
Q135040452,Tatano Shrine,多々神社,Kuil Tatano,Kuil,tatano,Tatano,tomo sewi Tatano
Q135041135,Tatatakehorineno- Shrine,田立建埋根命神社,Kuil Tatatakehorineno-,Kuil,tatatakehorineno,Tatatakepolineno,tomo sewi Tatatakepolineno
Q11598112,Tate Shrine,立神社 (有田市),Kuil Tate,Kuil,tate,Tate,tomo sewi Tate
Q11598496,Tate Shrine,竪神社,Kuil Tate,Kuil,tate,Tate,tomo sewi Tate
Q106852710,Tate Shrine,建神社,Kuil Tate,Kuil,tate,Tate,tomo sewi Tate
Q106852711,Tate Shrine,建神社,Kuil Tate,Kuil,tate,Tate,tomo sewi Tate
Q111024135,Tatechi Shrine,建市神社,Kuil Tatechi,Kuil,tatechi,Tatesi,tomo sewi Tatesi
Q11387238,Tatehaya Shrine (Takashima),健速神社 (高島市),Kuil Tatehaya (Takashima),Kuil,tatehaya,Tatepaja,tomo sewi Tatepaja
Q135040399,Tatehoko Shrine,楯鉾神社,Kuil Tatehoko,Kuil,tatehoko,Tatepoko,tomo sewi Tatepoko
Q135070052,Tatehou Shrine,楯縫神社,Kuil Tatehou,Kuil,tatehou,Tatepo,tomo sewi Tatepo
Q135070053,Tatehou Shrine (Tajima Province),楯縫神社,Kuil Tatehou (Tajima),Kuil,tatehou,Tatepo,tomo sewi Tatepo
Q109406575,Tateishi Suwa Shrine,立石諏訪神社,Kuil Tateishi Suwa,Kuil,tateishisuwa,Tatesisuwa,tomo sewi Tatesisuwa
Q109370196,Tateishikai Shrine,立石海神社,Kuil Tateishikai,Kuil,tateishikai,Tatesika,tomo sewi Tatesika
Q117064350,Tateiwa Shrine,立岩神社,Kuil Tateiwa,Kuil,tateiwa,Tatewa,tomo sewi Tatewa
Q135198123,Tateiwa Shrine,立岩神社,Kuil Tateiwa,Kuil,tateiwa,Tatewa,tomo sewi Tatewa
Q126902659,Tateiwa Kinuhime Shrine (321-2526),楯岩鬼怒姫神社,Kuil Tateiwa Kinuhime (321-2526),Kuil,tateiwakinuhime,Tatewakinupime,tomo sewi Tatewakinupime
Q135069336,Tateno Shrine,立野神社,Kuil Tateno,Kuil,tateno,Tateno,tomo sewi Tateno
Q135069597,Tateno Shrine,立野神社,Kuil Tateno,Kuil,tateno,Tateno,tomo sewi Tateno
Q135069591,Tateno Shrine (Hitachi Province),立野神社,Kuil Tateno (Hitachi),Kuil,tateno,Tateno,tomo sewi Tateno
Q135069592,Tateno Shrine (Kuji district),立野神社,Kuil Tateno (Kuji),Kuil,tateno,Tateno,tomo sewi Tateno
Q135187178,Tateno Tenjin Shrine,立野天神社,Kuil Tateno Tenjin,Kuil,tatenotenjin,Tatenotensin,tomo sewi Tatenotensin
Q135187177,Tateno Tenjin,立野天神,Kuil Tateno Tenjin,Kuil,tatenotenjin,Tatenotensin,tomo sewi Tatenotensin
Q119929508,Tateno Tenmangū,立野天満宮,Kuil Tateno Tenmangū,Kuil,tatenotenmangū,Tatenotenmanku,tomo sewi Tatenotenmanku
Q135040617,Tatenuhino Shrine,楯縫神社,Kuil Tatenuhino,Kuil,tatenuhino,Tatenupino,tomo sewi Tatenupino
Q135040657,Tatenuhino Shrine,楯縫神社,Kuil Tatenuhino,Kuil,tatenuhino,Tatenupino,tomo sewi Tatenupino
Q135040520,Tatenuhino Shrine,楯縫神社,Kuil Tatenuhino,Kuil,tatenuhino,Tatenupino,tomo sewi Tatenupino
Q135195341,Tatenui Shrine,楯縫神社,Kuil Tatenui,Kuil,tatenui,Tatenuwi,tomo sewi Tatenuwi
Q17211507,"Tatenui Shrine (Miho, Ibaraki)",楯縫神社,"Kuil Tatenui (Gochu, Miura, Ibaraki)",Kuil,tatenui,Tatenuwi,tomo sewi Tatenuwi
Q17211591,Tateri Kō Shrine,立里荒神社,Kuil Tateri Kō,Kuil,taterikō,Tateliko,tomo sewi Tateliko
Q135039959,Tateshina Shrine,蓼科神,Kuil Tateshina,Kuil,tateshina,Tatesina,tomo sewi Tatesina
Q134989054,Tatewarīse Shrine,立割伊勢神社,Kuil Tatewarīse,Kuil,tatewarīse,Tatewalise,tomo sewi Tatewalise
Q135040764,Tatewino Shrine,合祀：伊邪那美神社,Kuil Tatewino,Kuil,tatewino,Tatewino,tomo sewi Tatewino
Q65277444,Tateyama Shrine,立山神社,Kuil Tateyama,Kuil,tateyama,Tatejama,tomo sewi Tatejama
Q134695742,Tateyama Shrine,館山神社,Kuil Tateyama,Kuil,tateyama,Tatejama,tomo sewi Tatejama
Q135154824,Tateyama Shrine,舘山神社,Kuil Tateyama,Kuil,tateyama,Tatejama,tomo sewi Tatejama
Q124210502,Tatsuchinouranimashimasu Shrine,田土浦坐神社,Kuil Tatsuchinouranimashimasu,Kuil,tatsuchinouranimashimasu,Tatusinolanimasimasu,tomo sewi Tatusinolanimasimasu
Q135041215,Tatsuchiurano- Shrine,田土浦坐神社,Kuil Tatsuchiurano-,Kuil,tatsuchiurano,Tatusijulano,tomo sewi Tatusijulano
Q117090116,Tatsuechiman Shrine,立江八幡神社,Kuil Tatsuechiman,Kuil,tatsuechiman,Tatuwesiman,tomo sewi Tatuwesiman
Q48754781,Tatsuichi Shrine,辰市神社,Kuil Tatsuichi,Kuil,tatsuichi,Tatuwisi,tomo sewi Tatuwisi
Q11679222,Tatsuki Shrine,龍城神社,Kuil Tatsuki,Kuil,tatsuki,Tatuki,tomo sewi Tatuki
Q11479957,Tatsumi Shrine,巽神社 (大阪市),Kuil Tatsumi,Kuil,tatsumi,Tatumi,tomo sewi Tatumi
Q115009403,Tatsumi Shrine,巽神社,Kuil Tatsumi,Kuil,tatsumi,Tatumi,tomo sewi Tatumi
Q17211353,Tatsumidai Shrine,辰巳台神社,Kuil Tatsumidai,Kuil,tatsumidai,Tatumita,tomo sewi Tatumita
Q11679412,Tatsuno Shrine,龍野神社,Kuil Tatsuno,Kuil,tatsuno,Tatuno,tomo sewi Tatuno
Q113623970,Tatsunuma Inari Shrine,辰沼稲荷神社,Kuil Tatsunuma Inari,Kuil,tatsunumainari,Tatunumanali,tomo sewi Tatunumanali
Q11679232,Tatsuo Shrine,龍尾神社,Kuil Tatsuo,Kuil,tatsuo,Tato,tomo sewi Tato
Q134598588,Tatsuoka Shrine,竜岡神社,Kuil Tatsuoka,Kuil,tatsuoka,Tatoka,tomo sewi Tatoka
Q135039454,Tatsusaka Shrine,立坂神社,Kuil Tatsusaka,Kuil,tatsusaka,Tatusaka,tomo sewi Tatusaka
Q11486644,Tatsushima Meoyanomikoto Shrine,建嶋女祖命神社,Kuil Tatsushima Meoyanomikoto,Kuil,tatsushimameoyanomikoto,Tatusimamejojanomikoto,tomo sewi Tatusimamejojanomikoto
Q246455,Tatsuta Shrine,龍田大社,Kuil Tatsuta,Kuil,tatsuta,Tatuta,tomo sewi Tatuta
Q11679316,Tatsuta Shrine,龍田神社,Kuil Tatsuta,Kuil,tatsuta,Tatuta,tomo sewi Tatuta
Q135184979,Tatsutahiko and Tatsutahime Shrines,龍田比古命社・龍田比売命社,Kuil Tatsutahiko dan Tatsutahime,Kuil,tatsutahikodantatsutahime,Tatutapikotantatutapime,tomo sewi Tatutapikotantatutapime
Q11430645,Tawa Shrine,多和神社,Kuil Tawa,Kuil,tawa,Tawa,tomo sewi Tawa
Q134989551,Tawa Shrine,多和神社,Kuil Tawa,Kuil,tawa,Tawa,tomo sewi Tawa
Q135070321,Tawa Shrine,多和神社,Kuil Tawa,Kuil,tawa,Tawa,tomo sewi Tawa
Q55531665,Tawaki Hiyoshi Shrine,田脇日吉神社,Kuil Tawaki Hiyoshi,Kuil,tawakihiyoshi,Tawakipijosi,tomo sewi Tawakipijosi
Q135041385,Tawano Shrine,多和神社,Kuil Tawano,Kuil,tawano,Tawano,tomo sewi Tawano
Q135041306,Tawano Shrine,田寸神社,Kuil Tawano,Kuil,tawano,Tawano,tomo sewi Tawano
Q11576281,Tawara Shrine,田原神社,Kuil Tawara,Kuil,tawara,Tawala,tomo sewi Tawala
Q135039154,Tawino Shrine,田坐神社,Kuil Tawino,Kuil,tawino,Tawino,tomo sewi Tawino
Q135039346,Tawino Shrine,多為神社,Kuil Tawino,Kuil,tawino,Tawino,tomo sewi Tawino
Q135040916,Tawomoteno Shrine,田面神社,Kuil Tawomoteno,Kuil,tawomoteno,Tomoteno,tomo sewi Tomoteno
Q135155119,Tayasu Shrine,胎安神社,Kuil Tayasu,Kuil,tayasu,Tajasu,tomo sewi Tajasu
Q135195250,Tayu Shrine,多由神社（与謝郡）,Kuil Tayu,Kuil,tayu,Taju,tomo sewi Taju
Q135195249,Tayu Shrine,多由神社（宮津市）,Kuil Tayu,Kuil,tayu,Taju,tomo sewi Taju
Q135040105,Tayuhino Shrine,田結神社,Kuil Tayuhino,Kuil,tayuhino,Tajupino,tomo sewi Tajupino
Q135040084,Tayuhino Shrine,多由比神社,Kuil Tayuhino,Kuil,tayuhino,Tajupino,tomo sewi Tajupino
Q135040565,Tayuno Shrine,多由神社,Kuil Tayuno,Kuil,tayuno,Tajuno,tomo sewi Tajuno
Q135069151,Taza Shrine,田坐神社,Kuil Taza,Kuil,taza,Tasa,tomo sewi Tasa
Q135155924,Tegosaki Shrine,手子后神社,Kuil Tegosaki,Kuil,tegosaki,Tekosaki,tomo sewi Tekosaki
Q11496995,Tegosaki Shrine (Kamisu),手子后神社 (神栖市),Kuil Tegosaki (Kamisu),Kuil,tegosaki,Tekosaki,tomo sewi Tekosaki
Q135040304,Tehayahimeno Shrine,手速比咩神社,Kuil Tehayahimeno,Kuil,tehayahimeno,Tepajapimeno,tomo sewi Tepajapimeno
Q135425805,Teika Shrine,定家神社,Kuil Teika,Kuil,teika,Teka,tomo sewi Teka
Q22119495,Teine Shrine,手稲神社,Kuil Teine,Kuil,teine,Tene,tomo sewi Tene
Q3517214,Tejikarao Shrine,手力雄神社,Kuil Tejikarao,Kuil,tejikarao,Tesikalo,tomo sewi Tesikalo
Q11496922,Tejikaraō Shrine,手力雄神社 (各務原市),Kuil Tejikaraō,Kuil,tejikaraō,Tesikalo,tomo sewi Tesikalo
Q134886223,Tejiro Shrine,手白神社,Kuil Tejiro,Kuil,tejiro,Tesilo,tomo sewi Tesilo
Q135040730,Temino Shrine,手見神社,Kuil Temino,Kuil,temino,Temino,tomo sewi Temino
Q65259331,Ten Shrine,天神社,Kuil Ten,Kuil,ten,Ten,tomo sewi Ten
Q135041164,Ten'ichi Shrine,天一神社,Kuil Ten'ichi,Kuil,ten'ichi,Tenisi,tomo sewi Tenisi
Q11497169,Tenaga Shrine,手長神社,Kuil Tenaga,Kuil,tenaga,Tenaka,tomo sewi Tenaka
Q135041500,Tenakahimeno Shrine,手長比売神社,Kuil Tenakahimeno,Kuil,tenakahimeno,Tenakapimeno,tomo sewi Tenakapimeno
Q134928007,Tenchi Shrine,天地神社,Kuil Tenchi,Kuil,tenchi,Tensi,tomo sewi Tensi
Q11442440,Tenchisha,天地社,Kuil Tenchisha,Kuil,tenchisha,Tensisija,tomo sewi Tensisija
Q135069132,Teniwato Shrine,天岩戸神社,Kuil Teniwato,Kuil,teniwato,Teniwato,tomo sewi Teniwato
Q11443392,Tenjiku Shrine,天竹神社,Kuil Tenjiku,Kuil,tenjiku,Tensiku,tomo sewi Tensiku
Q11443286,Tenjin Shrine,天神神社 (岐阜市柳津町),Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q97341987,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q133854634,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q133857541,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q134886448,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q134596137,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q134596152,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q134886007,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q134886031,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q134887152,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q134957555,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q135155574,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q135260180,Tenjin Shrine,天神神社,Kuil Tenjin,Kuil,tenjin,Tensin,tomo sewi Tensin
Q135193300,"Tenjin Shrine (Miyamachi, Fuchu)",天神社(府中市宮町か),"Kuil Tenjin (Miyamachi, Fuchu)",Kuil,tenjin,Tensin,tomo sewi Tensin
Q11443289,Tenjin Shrine (Mizuhoshi City),天神神社 (瑞穂市),Kuil Tenjin (Mizuhoshi),Kuil,tenjin,Tensin,tomo sewi Tensin
Q11443290,Tenjin Shrine (Satte),天神神社,Kuil Tenjin (Satte),Kuil,tenjin,Tensin,tomo sewi Tensin
Q134886300,Tenjin Hachiman-sha,天神八幡社,Kuil Tenjin Hachiman-sha,Kuil,tenjinhachimansha,Tensinpasimansija,tomo sewi Tensinpasimansija
Q11443280,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q11443281,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q11443284,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q17218451,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q22119506,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q22119505,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q99688954,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q30924881,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q70725130,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q28687218,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q111008078,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q111024408,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q110741013,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q48759043,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q131900999,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
